age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
30.0,2,7.28,3.57,1.37,2.26,8.2,58.0,133.0,9.92,1,1,1,0
30.0,0,5.3,0.68,3.41,5.82,7.34,163.0,103.0,6.01,2,0,1,0
20.0,2,3.06,0.68,2.71,5.27,8.98,240.0,113.0,3.74,1,0,2,0
21.0,0,4.31,1.94,3.3,4.64,5.0,63.0,108.0,5.84,1,1,2,0
24.0,0,5.38,2.32,2.77,3.02,7.69,212.0,77.0,7.77,1,0,1,0
25.0,2,3.25,1.66,1.21,3.71,5.67,204.0,145.0,5.61,2,0,1,0
19.0,1,6.59,1.04,1.32,0.87,6.99,156.0,152.0,9.27,0,0,1,0
23.0,1,3.59,2.88,1.22,5.59,6.49,183.0,152.0,6.15,0,1,2,0
27.0,1,7.52,2.26,2.12,1.07,5.85,176.0,68.0,9.45,0,0,1,0
30.0,0,3.5,2.75,2.58,1.27,6.56,90.0,19.0,6.05,0,1,1,0
29.0,1,3.21,2.85,1.53,3.57,7.83,224.0,70.0,5.25,1,0,2,0
30.0,2,3.53,0.81,1.37,3.46,6.47,92.0,43.0,5.21,2,1,1,0
32.0,0,5.05,2.49,0.8,5.84,5.67,174.0,20.0,5.9,2,0,1,0
21.0,0,3.24,3.81,3.38,4.79,6.93,37.0,98.0,5.92,0,1,2,0
24.0,1,6.42,2.96,1.6,1.63,6.21,228.0,46.0,7.15,0,1,1,0
24.0,0,5.75,3.94,3.64,1.96,5.94,220.0,21.0,7.08,1,1,2,0
35.0,1,6.29,3.87,2.87,3.13,7.87,238.0,161.0,7.28,0,1,1,0
23.0,0,3.13,3.99,3.34,1.81,6.29,22.0,161.0,4.83,1,1,1,0
35.0,1,7.11,1.03,3.42,4.7,5.68,220.0,108.0,8.68,0,1,1,0
22.0,2,4.85,1.28,1.1,2.3,7.37,153.0,94.0,6.66,2,0,2,0
32.0,1,5.69,1.19,2.97,3.0,4.82,213.0,102.0,8.38,0,0,1,0
32.0,2,6.83,1.43,2.84,5.26,6.69,94.0,72.0,8.64,0,0,1,0
28.0,1,3.14,1.54,1.24,3.28,7.39,95.0,158.0,4.99,1,1,2,0
25.0,2,5.21,1.74,2.59,1.69,4.56,82.0,20.0,7.85,1,0,1,0
22.0,0,3.57,2.45,3.82,2.02,5.63,249.0,22.0,5.85,1,0,2,0
33.0,1,4.25,2.39,0.38,2.45,7.68,245.0,79.0,6.0,0,0,1,0
33.0,0,4.64,1.7,1.38,5.3,8.61,173.0,110.0,6.57,1,1,2,0
33.0,0,4.74,1.35,2.45,2.36,6.55,188.0,155.0,7.32,1,1,2,0
25.0,2,6.29,1.82,3.27,1.54,6.32,111.0,30.0,9.08,1,1,1,0
31.0,2,6.64,2.57,1.96,3.2,5.95,143.0,171.0,8.11,1,0,1,0
19.0,0,4.69,0.99,3.57,4.61,7.07,64.0,179.0,5.97,0,1,2,0
21.0,0,7.12,1.52,0.89,2.26,7.71,146.0,67.0,9.05,2,1,1,0
19.0,2,4.4,3.79,2.49,1.92,8.65,194.0,161.0,6.68,2,0,2,0
26.0,2,6.68,0.56,3.29,2.57,8.29,68.0,139.0,7.81,0,0,1,0
20.0,1,5.18,3.88,1.75,1.29,7.19,30.0,143.0,7.6,0,1,1,0
20.0,1,5.03,3.95,1.34,4.47,4.61,132.0,32.0,7.64,2,0,2,0
18.0,0,6.89,2.15,0.17,2.76,8.46,238.0,73.0,9.86,0,0,1,0
30.0,2,4.27,1.1,2.61,2.15,8.25,218.0,174.0,5.8,0,1,1,0
23.0,2,7.03,0.61,1.97,4.19,6.05,106.0,36.0,9.75,0,1,1,0
23.0,0,3.47,1.81,1.23,2.97,6.45,30.0,84.0,5.84,2,0,2,0
20.0,1,4.59,0.86,2.29,1.8,4.89,39.0,17.0,6.9,2,0,2,0
27.0,1,4.96,1.88,1.38,1.82,4.53,247.0,79.0,6.16,0,1,2,0
24.0,0,3.2,2.66,1.21,5.75,6.97,78.0,63.0,4.92,2,0,1,0
26.0,0,3.6,2.64,0.77,4.73,7.7,113.0,30.0,5.28,0,1,1,0
35.0,2,7.29,1.28,3.33,2.56,4.61,131.0,180.0,8.6,0,0,1,0
35.0,1,3.07,3.95,2.49,1.96,6.18,119.0,55.0,5.66,2,0,1,0
32.0,1,3.49,3.94,2.27,5.36,5.64,150.0,21.0,4.76,0,1,1,0
29.0,1,4.94,1.55,1.69,5.32,4.84,126.0,20.0,6.18,0,1,1,0
30.0,2,3.74,2.8,0.45,3.26,4.69,46.0,162.0,4.25,2,1,2,0
28.0,1,7.4,2.29,3.35,2.55,8.72,153.0,115.0,8.45,1,0,1,0
33.0,0,5.06,2.95,2.8,5.51,4.96,55.0,48.0,7.41,2,1,1,0
31.0,1,3.6,0.98,3.51,4.16,6.64,149.0,77.0,6.37,0,1,2,0
35.0,2,3.36,1.61,1.2,4.61,6.26,115.0,30.0,5.14,0,1,1,0
21.0,2,4.55,3.54,2.51,5.22,4.82,190.0,47.0,7.19,0,1,1,0
33.0,0,6.37,2.65,2.87,5.63,6.57,107.0,52.0,7.51,0,0,1,0
20.0,1,5.5,3.52,1.07,4.81,8.67,195.0,123.0,6.51,2,1,2,0
30.0,2,4.52,2.72,0.87,2.44,5.73,203.0,89.0,7.27,1,0,2,0
31.0,0,5.29,1.76,1.47,5.98,6.65,63.0,71.0,7.92,2,1,2,0
29.0,1,3.43,1.76,2.83,1.37,7.27,161.0,27.0,4.56,2,0,1,0
27.0,0,4.27,2.9,3.48,1.52,6.34,62.0,148.0,4.94,0,1,2,0
35.0,2,7.23,2.83,0.67,0.59,8.83,174.0,34.0,7.9,0,0,1,0
30.0,0,5.7,0.63,1.95,4.63,5.47,218.0,178.0,8.08,1,1,1,0
19.0,2,5.21,1.3,2.56,1.06,6.18,109.0,134.0,7.98,2,0,2,0
27.0,1,6.19,3.32,1.91,5.64,8.41,142.0,32.0,7.57,0,0,1,0
28.0,0,5.56,0.78,2.07,1.18,6.47,144.0,125.0,7.97,0,1,2,0
20.0,2,4.47,0.71,2.91,4.83,5.49,62.0,141.0,5.26,2,0,1,0
25.0,1,5.04,0.62,1.93,2.3,6.79,147.0,118.0,5.67,2,0,1,0
25.0,2,5.58,3.86,0.66,1.38,5.97,116.0,36.0,6.33,0,1,2,0
34.0,0,3.87,3.84,2.76,0.68,8.33,190.0,56.0,6.11,1,0,1,0
33.0,0,6.92,1.17,2.58,5.68,6.98,170.0,92.0,9.76,0,0,1,0
24.0,2,7.81,3.54,3.12,5.2,8.67,119.0,158.0,10.12,0,1,1,0
31.0,1,4.84,1.4,0.39,5.62,5.89,158.0,155.0,6.94,0,1,2,0
28.0,1,4.66,1.01,0.55,3.39,7.2,45.0,107.0,5.44,1,0,1,0
19.0,2,7.22,2.49,2.17,1.95,7.16,163.0,78.0,7.93,0,1,1,0
27.0,2,5.42,3.89,3.56,4.39,5.65,174.0,142.0,5.92,0,0,2,0
28.0,2,4.86,1.29,2.9,4.82,8.41,103.0,120.0,6.31,2,0,1,0
18.0,0,6.9,1.37,3.13,5.09,7.87,154.0,89.0,7.91,0,0,1,0
18.0,2,4.34,0.61,3.07,4.73,6.39,107.0,15.0,6.04,0,1,1,0
24.0,0,4.97,1.03,1.03,5.55,6.34,91.0,179.0,6.94,1,1,2,0
23.0,0,6.37,3.43,2.74,5.41,4.99,215.0,55.0,7.4,0,0,1,0
22.0,2,3.48,1.49,3.5,4.89,5.58,32.0,145.0,6.13,2,1,2,0
35.0,1,3.75,3.39,0.37,1.94,6.97,231.0,60.0,4.36,1,1,2,0
18.0,0,3.4,0.77,2.65,5.37,6.2,182.0,102.0,4.12,2,0,2,0
34.0,2,4.66,0.85,1.07,0.76,5.05,120.0,79.0,7.25,0,1,1,0
21.0,1,7.16,3.25,1.63,3.54,8.39,248.0,17.0,7.69,0,1,1,0
19.0,0,3.69,3.82,3.23,5.29,7.38,167.0,88.0,4.46,1,1,2,0
32.0,0,5.48,2.36,0.31,1.9,4.66,210.0,90.0,6.31,2,0,2,0
19.0,0,4.04,2.17,2.22,4.87,8.93,219.0,64.0,5.4,0,0,2,0
29.0,1,7.9,1.31,2.64,1.01,6.98,166.0,111.0,9.26,2,1,1,0
29.0,2,4.98,2.04,0.07,3.22,6.49,92.0,115.0,5.89,2,0,2,0
25.0,2,3.8,1.23,3.73,2.47,8.69,71.0,103.0,6.59,1,1,1,0
20.0,0,7.18,1.63,3.98,5.49,7.55,40.0,169.0,8.09,1,1,1,0
35.0,1,5.67,1.96,0.2,5.79,8.39,102.0,27.0,6.52,1,0,2,0
29.0,0,5.95,1.38,3.97,4.23,7.47,23.0,100.0,7.8,1,1,1,0
26.0,0,7.57,2.11,0.52,5.35,6.02,208.0,171.0,9.35,2,1,1,0
35.0,0,7.43,3.48,3.43,3.66,6.46,147.0,54.0,10.02,0,0,1,0
25.0,1,3.07,2.19,2.49,5.33,8.52,231.0,162.0,3.76,0,0,1,0
22.0,1,5.74,3.88,0.47,0.96,7.62,105.0,21.0,6.58,0,1,2,0
24.0,2,3.05,2.37,0.14,1.62,7.35,162.0,61.0,5.25,1,0,1,0
31.0,2,4.35,0.54,1.47,3.33,7.82,62.0,109.0,5.57,0,1,2,0
35.0,0,4.49,3.09,2.07,0.98,6.55,221.0,61.0,7.24,1,0,1,0
35.0,1,5.17,1.06,0.21,5.28,7.73,50.0,180.0,6.84,0,0,2,0
23.0,2,3.5,1.86,3.6,3.08,6.87,147.0,43.0,4.54,2,0,2,0
27.0,1,4.79,2.02,3.47,3.31,4.76,230.0,65.0,7.57,2,0,1,0
23.0,1,3.38,3.9,0.13,1.25,6.04,210.0,150.0,5.78,0,1,2,0
21.0,2,3.81,0.62,2.23,2.67,6.86,106.0,17.0,5.75,1,1,2,0
27.0,2,6.38,0.59,3.29,1.57,8.31,109.0,112.0,8.98,0,1,1,0
28.0,0,7.86,2.63,3.05,1.22,8.31,86.0,34.0,10.58,0,1,1,0
19.0,0,6.8,2.49,0.65,1.77,6.73,35.0,57.0,8.8,0,0,1,0
27.0,0,3.29,0.82,0.07,2.5,8.57,147.0,159.0,6.08,2,0,1,0
27.0,0,4.8,2.7,0.46,1.58,4.58,131.0,61.0,6.17,2,0,1,0
29.0,1,6.94,0.56,0.69,4.97,5.67,31.0,122.0,8.63,1,1,1,0
29.0,0,5.06,1.15,3.62,0.99,7.11,48.0,105.0,6.63,1,1,2,0
35.0,0,7.92,0.5,3.87,5.78,8.0,88.0,151.0,9.42,2,1,1,0
20.0,2,5.95,3.74,3.92,4.92,4.72,51.0,172.0,6.79,2,1,2,0
19.0,1,6.41,0.54,0.1,4.11,7.08,226.0,49.0,7.66,2,0,1,0
33.0,2,5.8,1.24,1.26,0.87,4.62,40.0,60.0,7.0,0,1,1,0
34.0,2,4.57,1.2,2.69,4.32,5.55,103.0,79.0,5.98,1,1,2,0
24.0,0,3.3,3.85,3.17,1.76,7.74,148.0,52.0,4.47,0,0,2,0
20.0,2,7.28,3.91,1.8,4.81,4.98,184.0,97.0,8.38,2,1,1,0
35.0,2,5.92,2.69,3.27,5.54,5.71,178.0,135.0,6.52,2,1,1,0
34.0,0,5.11,2.88,2.22,5.44,7.05,140.0,150.0,8.1,2,0,2,0
18.0,1,6.34,3.75,0.72,2.99,4.85,136.0,111.0,6.9,2,1,1,0
32.0,0,7.38,2.1,0.36,4.61,6.7,118.0,169.0,8.34,0,1,1,0
22.0,2,3.03,3.68,0.51,5.28,6.74,20.0,162.0,3.58,2,1,2,0
19.0,1,3.82,3.66,3.9,3.86,8.3,246.0,42.0,6.77,2,1,1,0
26.0,2,5.51,3.1,0.46,5.1,4.9,179.0,146.0,8.32,1,1,1,0
34.0,2,4.76,2.17,0.71,4.9,6.22,224.0,176.0,7.68,1,0,2,0
19.0,0,5.98,0.79,3.27,5.6,7.67,120.0,107.0,7.6,1,0,2,0
30.0,2,4.44,3.61,2.92,0.55,4.65,105.0,98.0,5.21,1,0,2,0
28.0,2,3.29,2.05,3.82,3.21,7.94,200.0,63.0,5.9,1,1,1,0
35.0,1,5.7,3.87,0.38,1.72,7.44,245.0,172.0,7.74,0,0,1,0
18.0,0,6.53,3.02,3.04,5.16,6.0,22.0,70.0,7.43,1,1,1,0
22.0,0,4.97,1.72,1.32,1.02,4.57,221.0,23.0,6.9,2,0,2,0
32.0,2,4.98,1.25,3.71,2.05,7.55,136.0,100.0,7.37,2,0,1,0
23.0,1,3.79,3.76,2.37,2.83,5.25,31.0,74.0,6.67,0,0,2,0
31.0,2,4.9,2.54,2.2,0.95,7.15,100.0,160.0,7.27,2,0,2,0
21.0,2,6.44,3.34,2.84,4.63,7.98,80.0,137.0,8.28,2,1,1,0
22.0,0,3.53,0.99,1.11,5.93,7.45,207.0,48.0,6.34,2,1,2,0
22.0,1,4.97,1.22,2.87,3.24,8.33,52.0,41.0,6.08,2,1,2,0
34.0,0,3.84,2.35,0.19,1.89,5.39,194.0,29.0,5.2,2,1,1,0
20.0,2,7.23,2.58,2.43,5.23,5.22,211.0,150.0,8.28,0,0,1,0
19.0,2,6.3,3.56,1.47,5.13,8.29,120.0,132.0,9.19,0,0,1,0
31.0,0,6.52,1.58,1.22,4.74,7.73,165.0,121.0,7.88,1,0,1,0
24.0,2,4.17,1.43,0.54,5.35,5.03,95.0,52.0,5.31,1,1,1,0
26.0,0,4.14,1.47,1.14,0.62,7.64,22.0,161.0,5.47,2,0,2,0
28.0,0,6.66,1.57,0.01,2.03,4.78,231.0,26.0,9.47,2,0,1,0
22.0,0,3.59,1.52,1.85,5.16,5.38,128.0,21.0,5.6,0,1,2,0
23.0,0,3.01,2.5,1.89,4.31,8.52,232.0,71.0,5.46,0,1,2,0
31.0,1,3.78,2.43,0.14,2.68,8.58,161.0,132.0,4.39,0,0,1,0
28.0,2,6.98,1.94,0.58,5.89,8.84,196.0,54.0,7.83,0,1,1,0
27.0,1,5.28,1.35,2.24,4.19,7.83,59.0,176.0,7.93,0,0,1,0
35.0,2,5.92,0.57,2.64,1.71,6.23,122.0,29.0,7.69,1,0,2,0
34.0,1,7.81,3.11,2.18,2.44,8.28,73.0,176.0,10.02,2,0,1,0
19.0,0,4.43,3.72,1.41,0.63,6.07,226.0,111.0,5.61,1,0,1,0
18.0,0,6.66,2.44,2.8,3.09,4.67,209.0,113.0,9.6,2,0,1,0
18.0,2,4.61,2.42,0.65,1.39,6.36,72.0,124.0,5.86,0,0,1,0
25.0,2,5.77,1.92,0.29,5.43,7.25,121.0,160.0,8.59,2,1,2,0
26.0,1,5.48,2.98,0.91,5.35,8.45,87.0,19.0,7.29,2,1,2,0
23.0,0,3.93,0.54,3.58,3.64,5.08,196.0,59.0,4.72,1,1,1,0
25.0,1,3.09,2.16,2.27,5.17,6.22,36.0,52.0,5.4,0,1,2,0
29.0,1,7.97,1.54,2.78,2.68,5.5,38.0,72.0,10.81,2,0,1,0
31.0,1,4.87,1.09,1.21,4.15,7.71,126.0,144.0,7.22,2,0,2,0
23.0,1,4.79,1.23,3.98,3.93,5.55,54.0,19.0,5.63,1,1,2,0
18.0,1,5.07,1.71,1.01,3.08,4.8,197.0,46.0,7.25,1,0,1,0
29.0,1,4.9,0.93,3.61,5.51,7.81,162.0,81.0,7.44,0,1,2,0
33.0,2,5.89,1.93,0.42,4.83,7.2,240.0,61.0,8.7,0,0,1,0
19.0,0,5.12,2.41,2.75,2.79,8.63,177.0,27.0,7.29,0,0,2,0
24.0,1,3.38,3.75,1.26,4.16,7.12,79.0,126.0,4.49,2,1,1,0
20.0,0,4.59,1.34,3.8,1.45,4.84,211.0,90.0,6.37,0,0,2,0
20.0,0,3.41,1.4,1.01,1.69,8.88,92.0,139.0,6.25,2,1,2,0
35.0,1,3.18,1.71,1.73,2.75,7.82,210.0,58.0,5.45,0,1,1,0
23.0,2,7.85,1.56,1.58,5.3,4.52,181.0,26.0,9.17,0,0,1,0
25.0,0,7.95,0.51,1.42,4.29,8.66,235.0,172.0,8.88,2,1,1,0
24.0,0,4.93,3.16,3.6,0.96,6.01,49.0,176.0,7.84,1,1,1,0
21.0,2,5.23,3.54,3.86,1.1,8.88,68.0,54.0,7.39,0,1,2,0
22.0,0,3.89,3.47,2.03,5.84,6.07,67.0,133.0,6.23,2,1,1,0
21.0,2,6.17,3.76,2.32,3.43,5.61,197.0,91.0,7.54,1,1,1,0
32.0,0,4.84,3.89,2.37,5.4,5.23,103.0,72.0,6.85,2,0,2,0
19.0,1,7.52,3.14,2.88,0.61,5.03,140.0,56.0,9.06,2,1,1,0
21.0,0,5.91,2.39,2.39,5.3,5.12,128.0,60.0,6.87,0,1,2,0
25.0,2,4.94,3.99,2.64,2.92,4.63,147.0,93.0,6.64,1,0,1,0
19.0,0,7.76,4.0,1.45,3.8,5.66,136.0,93.0,8.93,0,0,1,0
33.0,0,4.69,2.04,1.53,0.98,6.66,210.0,111.0,7.52,2,0,2,0
25.0,2,4.89,2.68,2.35,3.67,8.5,181.0,125.0,6.04,1,1,2,0
19.0,1,4.01,3.43,2.22,3.14,7.1,156.0,74.0,6.59,2,0,2,0
29.0,2,6.94,3.59,3.51,5.03,8.5,104.0,177.0,9.21,1,1,1,0
19.0,2,4.61,0.89,2.98,3.05,6.92,189.0,176.0,7.21,0,0,2,0
30.0,2,4.26,2.92,0.87,2.42,7.74,122.0,160.0,5.37,1,1,2,0
32.0,1,5.39,1.58,2.57,2.84,6.99,163.0,45.0,7.86,1,0,2,0
25.0,1,4.93,2.06,1.9,0.58,5.63,79.0,17.0,6.94,2,1,1,0
31.0,2,3.89,2.6,0.2,0.57,6.96,134.0,58.0,4.53,0,1,2,0
32.0,2,7.28,2.22,0.24,3.22,5.11,224.0,159.0,10.19,0,0,1,0
30.0,2,7.46,1.52,0.1,5.03,5.92,201.0,86.0,9.82,0,0,1,0
22.0,2,4.65,1.29,2.59,0.58,6.04,74.0,165.0,5.82,0,1,2,0
21.0,0,5.02,1.22,1.64,4.08,7.21,96.0,157.0,5.58,2,1,1,0
25.0,0,5.51,1.98,1.75,2.97,8.78,149.0,55.0,6.3,2,0,1,0
28.0,1,3.01,1.64,0.87,0.84,4.58,152.0,111.0,4.13,1,0,1,0
19.0,1,3.21,3.78,3.36,3.74,5.75,76.0,78.0,4.8,0,1,1,0
21.0,1,7.71,0.97,0.37,3.82,7.41,197.0,81.0,9.03,0,0,1,0
18.0,2,5.65,1.38,0.38,4.74,8.78,161.0,99.0,6.42,0,0,2,0
23.0,2,4.97,1.95,1.63,0.8,5.08,82.0,148.0,5.83,0,1,2,0
34.0,2,6.53,2.8,3.24,5.64,8.69,220.0,117.0,9.41,0,0,1,0
25.0,0,5.82,2.0,0.84,0.8,7.77,244.0,111.0,7.69,0,1,2,0
31.0,2,5.1,1.74,2.71,4.84,6.75,241.0,143.0,7.62,2,1,1,0
24.0,1,3.95,2.96,3.31,3.93,8.61,32.0,35.0,4.67,1,1,2,0
34.0,1,3.28,1.43,1.03,5.27,5.37,216.0,49.0,4.31,1,1,2,0
18.0,0,5.71,1.09,1.7,4.95,4.84,23.0,95.0,8.36,0,1,2,0
22.0,1,5.11,2.55,2.25,3.29,6.04,86.0,54.0,6.55,2,1,1,0
19.0,0,6.22,2.93,0.11,1.62,8.22,138.0,46.0,7.62,1,0,1,0
19.0,2,4.95,3.18,1.23,1.76,4.57,67.0,128.0,6.19,0,0,1,0
35.0,0,7.65,2.15,0.18,2.79,5.63,22.0,129.0,9.78,1,1,1,0
34.0,1,6.88,3.27,1.9,0.79,8.53,197.0,22.0,9.37,2,0,1,0
26.0,2,4.32,1.5,0.84,2.71,8.27,136.0,67.0,5.27,2,1,2,0
22.0,0,7.34,1.09,0.3,3.06,6.17,247.0,140.0,8.9,0,0,1,0
23.0,0,3.51,2.12,2.47,3.49,5.01,88.0,156.0,5.02,2,1,2,0
26.0,0,4.66,2.69,1.98,0.93,6.4,26.0,33.0,6.29,0,1,2,0
18.0,2,7.55,3.5,1.21,0.52,7.87,113.0,120.0,10.17,0,1,1,0
19.0,1,5.52,3.48,3.66,3.72,5.28,60.0,104.0,8.41,0,1,2,0
23.0,0,5.2,0.87,0.62,2.56,7.43,104.0,103.0,7.83,0,1,2,0
18.0,0,6.46,3.77,3.47,4.03,7.05,250.0,129.0,7.81,0,1,1,0
32.0,0,3.68,1.76,1.93,1.78,6.3,128.0,85.0,5.36,0,0,1,0
22.0,1,5.43,1.55,2.82,0.85,7.61,240.0,99.0,6.82,1,1,1,0
21.0,2,7.8,2.44,3.18,5.64,6.33,213.0,91.0,9.42,2,0,1,0
34.0,1,4.29,3.17,0.15,2.7,6.3,195.0,122.0,6.87,0,0,1,0
32.0,0,4.56,3.34,2.94,1.96,7.44,20.0,167.0,5.91,2,0,1,0
26.0,0,4.57,2.65,1.11,2.27,7.15,24.0,23.0,6.52,0,0,2,0
31.0,1,3.45,3.19,2.59,2.76,4.92,76.0,131.0,5.21,2,0,1,0
34.0,2,5.21,0.65,1.93,2.92,5.45,229.0,118.0,6.89,0,1,2,0
24.0,2,7.52,2.31,2.39,5.05,6.24,212.0,67.0,9.45,0,0,1,0
32.0,1,3.27,2.65,0.75,0.84,4.81,215.0,56.0,5.21,2,1,1,0
27.0,2,4.42,1.63,2.78,3.45,8.79,80.0,37.0,6.61,0,0,1,0
18.0,1,4.02,2.47,2.26,5.88,6.52,117.0,168.0,4.97,2,0,1,0
34.0,0,3.84,0.51,3.76,4.76,5.01,33.0,168.0,6.78,1,0,2,0
19.0,2,4.83,3.32,2.16,3.35,8.54,239.0,31.0,6.47,1,1,2,0
32.0,1,6.28,0.55,2.21,1.96,6.53,230.0,30.0,7.4,1,0,1,0
27.0,2,5.18,2.25,3.38,5.4,5.89,110.0,105.0,6.24,1,0,2,0
27.0,2,4.09,1.9,0.69,3.38,8.4,84.0,170.0,6.62,0,0,2,0
20.0,2,4.96,1.15,0.82,4.96,6.73,58.0,177.0,7.57,1,1,2,0
35.0,1,6.91,2.3,2.69,2.13,7.84,190.0,49.0,8.15,0,0,1,0
34.0,1,4.64,2.35,0.93,3.64,6.68,129.0,124.0,6.66,0,0,1,0
18.0,0,7.04,2.75,0.4,3.39,7.07,142.0,54.0,9.43,2,0,1,0
18.0,1,3.47,3.2,0.79,1.43,6.73,109.0,30.0,4.53,0,1,2,0
26.0,2,6.17,1.56,1.02,3.83,4.83,223.0,105.0,7.94,1,0,1,0
30.0,2,6.54,1.38,3.76,4.52,5.57,115.0,154.0,8.43,2,0,1,0
32.0,2,7.81,0.57,1.57,1.37,7.64,43.0,112.0,9.02,1,1,1,0
30.0,0,3.66,3.44,0.07,2.56,8.16,134.0,16.0,4.7,1,0,2,0
29.0,1,4.22,3.85,1.36,4.29,7.95,137.0,109.0,6.14,2,0,2,0
35.0,0,3.15,3.59,2.87,3.77,6.07,109.0,150.0,4.18,1,0,1,0
31.0,0,3.92,2.81,0.56,3.48,4.64,22.0,90.0,5.54,2,1,1,0
18.0,0,4.18,2.44,3.98,2.51,6.14,38.0,110.0,7.07,2,1,2,0
23.0,1,5.3,0.91,0.98,2.3,6.49,87.0,29.0,7.57,1,0,2,0
20.0,1,7.88,1.84,0.02,4.03,7.04,61.0,21.0,9.89,1,0,1,0
32.0,2,7.26,1.8,3.73,1.38,7.74,242.0,101.0,9.39,0,1,1,0
23.0,1,3.2,1.02,2.75,0.5,6.4,68.0,73.0,5.6,0,0,1,0
25.0,0,4.12,0.52,3.33,4.84,8.93,74.0,54.0,5.08,1,1,2,0
32.0,2,3.03,3.57,0.21,2.58,4.66,177.0,95.0,3.95,2,0,2,0
29.0,2,7.56,2.85,1.68,2.54,8.67,235.0,125.0,10.14,0,1,1,0
30.0,2,4.72,3.3,3.93,3.99,8.07,123.0,82.0,7.58,2,1,1,0
32.0,2,5.41,3.77,2.58,1.65,6.85,75.0,165.0,7.66,2,0,1,0
18.0,0,3.04,0.9,2.74,2.9,7.65,244.0,56.0,3.88,0,0,1,0
35.0,0,5.42,1.65,1.56,1.99,4.56,101.0,25.0,7.08,1,0,1,0
27.0,1,7.79,3.03,2.44,5.76,5.01,99.0,32.0,9.57,1,0,1,0
33.0,0,5.83,1.61,2.1,5.94,8.45,159.0,153.0,7.89,0,0,2,0
34.0,0,3.6,3.71,1.28,3.81,7.01,97.0,109.0,5.37,2,0,2,0
35.0,1,4.89,1.95,2.05,2.76,6.86,240.0,54.0,7.79,2,0,1,0
22.0,1,5.14,2.7,0.44,1.13,7.34,190.0,169.0,5.71,1,1,2,0
27.0,1,6.31,3.3,0.84,5.85,5.9,98.0,138.0,9.19,2,1,1,0
34.0,1,5.63,2.77,1.89,4.96,4.61,214.0,74.0,8.18,1,0,1,0
20.0,2,5.98,2.53,2.82,2.17,5.24,230.0,73.0,7.05,1,1,1,0
29.0,0,3.62,2.41,2.96,3.46,7.12,224.0,114.0,4.18,1,1,1,0
30.0,0,7.07,1.18,2.99,5.94,6.36,39.0,15.0,7.92,1,0,1,0
27.0,0,5.48,2.72,1.1,0.65,5.24,82.0,104.0,6.14,1,0,1,0
31.0,1,6.82,3.33,0.21,3.41,6.18,33.0,30.0,7.57,2,0,1,0
27.0,0,4.86,0.96,0.37,0.86,5.53,143.0,151.0,6.39,2,1,2,0
35.0,0,3.7,3.01,0.18,4.19,7.34,101.0,123.0,4.95,1,0,2,0
30.0,1,3.3,1.52,0.22,5.77,6.44,105.0,180.0,5.53,1,1,1,0
23.0,2,5.59,1.03,1.16,1.34,6.32,142.0,24.0,6.35,0,0,1,0
24.0,1,5.74,3.25,1.19,4.92,7.24,129.0,16.0,6.67,2,0,1,0
26.0,2,4.56,0.8,3.24,5.73,5.61,212.0,131.0,6.65,1,1,1,0
27.0,0,3.95,3.1,3.97,1.71,6.32,168.0,109.0,4.85,1,0,1,0
28.0,2,7.5,2.86,2.68,0.64,8.03,120.0,152.0,8.37,2,0,1,0
18.0,2,5.2,3.23,0.83,1.22,4.77,196.0,57.0,7.64,0,1,1,0
27.0,1,6.1,2.73,3.67,1.55,4.99,55.0,164.0,8.75,2,0,1,0
30.0,1,3.09,2.06,2.62,3.75,7.46,217.0,21.0,3.71,1,1,2,0
24.0,1,3.67,0.84,1.91,5.91,4.93,234.0,166.0,4.42,2,0,2,0
22.0,0,6.51,1.23,2.61,2.73,4.62,117.0,17.0,8.2,2,1,1,0
26.0,1,4.0,1.72,3.95,2.58,7.42,127.0,61.0,5.15,2,0,2,0
31.0,1,4.52,3.26,0.45,2.43,8.07,61.0,50.0,5.59,2,1,2,0
35.0,1,4.4,0.57,1.11,2.3,5.2,69.0,106.0,7.4,2,0,2,0
35.0,2,3.15,0.9,3.58,1.06,5.79,241.0,99.0,4.26,0,0,2,0
25.0,0,6.76,3.58,1.2,5.44,4.76,111.0,71.0,8.85,2,0,1,0
19.0,2,3.96,1.82,0.97,2.56,5.52,174.0,139.0,4.67,0,1,2,0
18.0,1,4.65,3.7,1.37,1.05,5.16,235.0,102.0,6.09,2,0,1,0
25.0,2,3.75,2.62,2.51,3.06,8.02,216.0,34.0,4.96,1,0,1,0
25.0,0,3.62,1.13,1.91,3.51,8.67,26.0,113.0,5.69,1,0,2,0
25.0,0,4.22,1.59,1.95,3.47,7.14,38.0,50.0,5.67,2,0,1,0
29.0,2,4.05,3.36,2.79,0.79,4.61,78.0,171.0,5.87,0,0,1,0
32.0,1,3.11,1.58,2.52,4.19,8.32,220.0,148.0,4.68,0,1,2,0
27.0,1,4.26,1.21,2.93,4.09,8.65,70.0,15.0,6.71,0,1,1,0
21.0,0,3.39,2.68,3.32,1.33,4.54,149.0,23.0,4.23,1,1,1,0
23.0,2,3.97,3.64,1.89,1.0,5.63,82.0,144.0,6.78,2,0,1,0
